WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15V0G9JNZ,01-07-2021,,,,,,CHM,,,B025-5,,EAN : 8902552050606,,BEST,01-07-2021,01-10-2021,5,CS,1,,ALB1,,1835 US Route 9,,Castleton,NY,12033-9634,,,,,,,,Shipping labels in file package-FBA15V0G9JNZ.pdf
CA,,,3,FBA15V0G9JNZ,01-07-2021,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,01-07-2021,01-10-2021,84,CS,14,,ALB1,,1835 US Route 9,,Castleton,NY,12033-9634,,,,,,,,Shipping labels in file package-FBA15V0G9JNZ.pdf
CA,,,3,FBA15V0G9JNZ,01-07-2021,,,,,,CHM,,,R003-2,,EAN : 8902552048870,,BEST,01-07-2021,01-10-2021,2,CS,1,,ALB1,,1835 US Route 9,,Castleton,NY,12033-9634,,,,,,,,Shipping labels in file package-FBA15V0G9JNZ.pdf
CA,,,3,FBA15V0G9PMJ,01-07-2021,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,01-07-2021,01-10-2021,126,CS,14,,LAS6,,4550 Nexus Way,,Las Vegas,NV,89115-1826,,,,,,,,Shipping labels in file package-FBA15V0G9PMJ.pdf
CA,,,3,FBA15V0G9PMJ,01-07-2021,,,,,,CHM,,,R003-2,,EAN : 8902552048870,,BEST,01-07-2021,01-10-2021,1,CS,1,,LAS6,,4550 Nexus Way,,Las Vegas,NV,89115-1826,,,,,,,,Shipping labels in file package-FBA15V0G9PMJ.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,01-07-2021,01-10-2021,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B002-3,,EAN : 8902552046883,,BEST,01-07-2021,01-10-2021,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B002-7,,EAN : 8902552051481,,BEST,01-07-2021,01-10-2021,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,01-07-2021,01-10-2021,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B003-2,,EAN : 8902552046890,,BEST,01-07-2021,01-10-2021,132,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B003-3,,EAN : 8902552046906,,BEST,01-07-2021,01-10-2021,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B003-4,,EAN : 8902552046913,,BEST,01-07-2021,01-10-2021,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B003-5,,EAN : 8902552048115,,BEST,01-07-2021,01-10-2021,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B003-6,,EAN : 8902552050590,,BEST,01-07-2021,01-10-2021,36,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B007-4,,EAN : 8902552046999,,BEST,01-07-2021,01-10-2021,10,CS,10,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B030-5,,EAN : 8902552051504,,BEST,01-07-2021,01-10-2021,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B036-4,,EAN : 8902552051566,,BEST,01-07-2021,01-10-2021,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B036-7,,EAN : 8903540506235,,BEST,01-07-2021,01-10-2021,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B036-8,,EAN : 8903540506242,,BEST,01-07-2021,01-10-2021,40,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B036-9,,EAN : 8903540506259,,BEST,01-07-2021,01-10-2021,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B037-8,,EAN : 8903540506280,,BEST,01-07-2021,01-10-2021,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
CA,,,3,FBA15V0JYBQD,01-07-2021,,,,,,CHM,,,B037-9,,EAN : 8903540506297,,BEST,01-07-2021,01-10-2021,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V0JYBQD.pdf
