WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B001-4,,EAN : 8902552046951,,BEST,01-04-2021,01-07-2021,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B001-5,,EAN : 8902552045961,,BEST,01-04-2021,01-07-2021,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,01-04-2021,01-07-2021,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B002-3,,EAN : 8902552046883,,BEST,01-04-2021,01-07-2021,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B002-5,,EAN : 8902552048122,,BEST,01-04-2021,01-07-2021,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B002-6,,EAN : 8902552050583,,BEST,01-04-2021,01-07-2021,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,01-04-2021,01-07-2021,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B003-2,,EAN : 8902552046890,,BEST,01-04-2021,01-07-2021,264,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B003-3,,EAN : 8902552046906,,BEST,01-04-2021,01-07-2021,48,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
CA,,,3,FBA15X53SG74,01-04-2021,,,,,,CHM,,,B003-4,,EAN : 8902552046913,,BEST,01-04-2021,01-07-2021,60,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15X53SG74.pdf
