WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15T8JHGJ1,11-10-2020,,,,,,CHM,,,B025-1,,EAN : 8902552048658,,BEST,11-10-2020,11-13-2020,3,CS,3,,"Amazon.com Services, Inc.",,16920 W Commerce Drive,,Goodyear,AZ,85338-3620,,,,,,,,Shipping labels in file package-FBA15T8JHGJ1.pdf
CA,,,3,FBA15T8JHGJ1,11-10-2020,,,,,,CHM,,,B025-5,,EAN : 8902552050606,,BEST,11-10-2020,11-13-2020,6,CS,1,,"Amazon.com Services, Inc.",,16920 W Commerce Drive,,Goodyear,AZ,85338-3620,,,,,,,,Shipping labels in file package-FBA15T8JHGJ1.pdf
CA,,,3,FBA15T8JHGJ1,11-10-2020,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,11-10-2020,11-13-2020,42,CS,14,,"Amazon.com Services, Inc.",,16920 W Commerce Drive,,Goodyear,AZ,85338-3620,,,,,,,,Shipping labels in file package-FBA15T8JHGJ1.pdf
CA,,,3,FBA15T8KBZX7,11-10-2020,,,,,,CHM,,,B025-5,,EAN : 8902552050606,,BEST,11-10-2020,11-13-2020,1,CS,1,,TPA3,,676 C Fred Jones Blvd,,Auburndale,FL,33823-9429,,,,,,,,Shipping labels in file package-FBA15T8KBZX7.pdf
CA,,,3,FBA15T8KBZX7,11-10-2020,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,11-10-2020,11-13-2020,14,CS,14,,TPA3,,676 C Fred Jones Blvd,,Auburndale,FL,33823-9429,,,,,,,,Shipping labels in file package-FBA15T8KBZX7.pdf
CA,,,3,FBA15T8KD4RV,11-10-2020,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,11-10-2020,11-13-2020,48,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T8KD4RV.pdf
CA,,,3,FBA15T8KD4RV,11-10-2020,,,,,,CHM,,,B003-2,,EAN : 8902552046890,,BEST,11-10-2020,11-13-2020,36,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T8KD4RV.pdf
CA,,,3,FBA15T8KD4RV,11-10-2020,,,,,,CHM,,,B003-3,,EAN : 8902552046906,,BEST,11-10-2020,11-13-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T8KD4RV.pdf
CA,,,3,FBA15T8KD4RV,11-10-2020,,,,,,CHM,,,B003-4,,EAN : 8902552046913,,BEST,11-10-2020,11-13-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T8KD4RV.pdf
CA,,,3,FBA15T8KD4RV,11-10-2020,,,,,,CHM,,,B003-5,,EAN : 8902552048115,,BEST,11-10-2020,11-13-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T8KD4RV.pdf
