WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15SC28P9B,10-15-2020,,,,,,CHM,,,B025-3,,EAN : 8902552050071,,BEST,10-15-2020,10-18-2020,24,CS,8,,ALB1,,1835 US Route 9,,Castleton,NY,12033-9634,,,,,,,,Shipping labels in file package-FBA15SC28P9B.pdf
CA,,,3,FBA15SC28P9B,10-15-2020,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,10-15-2020,10-18-2020,28,CS,14,,ALB1,,1835 US Route 9,,Castleton,NY,12033-9634,,,,,,,,Shipping labels in file package-FBA15SC28P9B.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,10-15-2020,10-18-2020,18,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,10-15-2020,10-18-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,B030-6,,EAN : 8902552051511,,BEST,10-15-2020,10-18-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,B035-1,,EAN : 8902552050286,,BEST,10-15-2020,10-18-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,B036-6,,EAN : 8902552051788,,BEST,10-15-2020,10-18-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,PM002,,EAN : 8902552050170,,BEST,10-15-2020,10-18-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,PM006,,EAN : 8902552051337,,BEST,10-15-2020,10-18-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,R002-5,,EAN : 8902552048856,,BEST,10-15-2020,10-18-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,R002-8,,EAN : 8902552050033,,BEST,10-15-2020,10-18-2020,20,CS,10,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,R022-1,,EAN : 8902552050972,,BEST,10-15-2020,10-18-2020,16,CS,16,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,R037-1,,EAN : 0677355114494,,BEST,10-15-2020,10-18-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC4ZX2J,10-15-2020,,,,,,CHM,,,TR002,,EAN : 8902552050187,,BEST,10-15-2020,10-18-2020,13,CS,13,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15SC4ZX2J.pdf
CA,,,3,FBA15SC7LVV3,10-15-2020,,,,,,CHM,,,B025-3,,EAN : 8902552050071,,BEST,10-15-2020,10-18-2020,16,CS,8,,CLT3,,6500 Davidson Hwy,,Concord,NC,28027-7995,,,,,,,,Shipping labels in file package-FBA15SC7LVV3.pdf
CA,,,3,FBA15SC7LVV3,10-15-2020,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,10-15-2020,10-18-2020,28,CS,14,,CLT3,,6500 Davidson Hwy,,Concord,NC,28027-7995,,,,,,,,Shipping labels in file package-FBA15SC7LVV3.pdf
CA,,,3,FBA15SC8RDY8,10-15-2020,,,,,,CHM,,,B025-3,,EAN : 8902552050071,,BEST,10-15-2020,10-18-2020,64,CS,8,,PIT2,,1200 Westport Rd,,IMPERIAL,PA,15126-1002,,,,,,,,Shipping labels in file package-FBA15SC8RDY8.pdf
CA,,,3,FBA15SC8RDY8,10-15-2020,,,,,,CHM,,,B025-5,,EAN : 8902552050606,,BEST,10-15-2020,10-18-2020,1,CS,1,,PIT2,,1200 Westport Rd,,IMPERIAL,PA,15126-1002,,,,,,,,Shipping labels in file package-FBA15SC8RDY8.pdf
CA,,,3,FBA15SC8RDY8,10-15-2020,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,10-15-2020,10-18-2020,56,CS,14,,PIT2,,1200 Westport Rd,,IMPERIAL,PA,15126-1002,,,,,,,,Shipping labels in file package-FBA15SC8RDY8.pdf
CA,,,3,FBA15SC8RDY8,10-15-2020,,,,,,CHM,,,R003-2,,EAN : 8902552048870,,BEST,10-15-2020,10-18-2020,2,CS,1,,PIT2,,1200 Westport Rd,,IMPERIAL,PA,15126-1002,,,,,,,,Shipping labels in file package-FBA15SC8RDY8.pdf
