WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15V85D84Q,12-03-2020,,,,,,CHM,,,B025-1,,EAN : 8902552048658,,BEST,12-03-2020,12-06-2020,12,CS,3,,"Amazon.com Services, Inc.",,6050 Gateway Court,,Groveport,OH,43125-9016,,,,,,,,Shipping labels in file package-FBA15V85D84Q.pdf
CA,,,3,FBA15V85D84Q,12-03-2020,,,,,,CHM,,,R003-2,,EAN : 8902552048870,,BEST,12-03-2020,12-06-2020,2,CS,1,,"Amazon.com Services, Inc.",,6050 Gateway Court,,Groveport,OH,43125-9016,,,,,,,,Shipping labels in file package-FBA15V85D84Q.pdf
CA,,,3,FBA15V85D84Q,12-03-2020,,,,,,CHM,,,R024-1,,EAN : 8902552050996,,BEST,12-03-2020,12-06-2020,6,CS,6,,"Amazon.com Services, Inc.",,6050 Gateway Court,,Groveport,OH,43125-9016,,,,,,,,Shipping labels in file package-FBA15V85D84Q.pdf
CA,,,3,FBA15V85D84Q,12-03-2020,,,,,,CHM,,,R045-1,,EAN : 0677355119116,,BEST,12-03-2020,12-06-2020,6,CS,6,,"Amazon.com Services, Inc.",,6050 Gateway Court,,Groveport,OH,43125-9016,,,,,,,,Shipping labels in file package-FBA15V85D84Q.pdf
CA,,,3,FBA15V85FC0D,12-03-2020,,,,,,CHM,,,B025-1,,EAN : 8902552048658,,BEST,12-03-2020,12-06-2020,9,CS,3,,"Amazon.com Services, Inc.",,6000 Enterprise Avenue,,Schertz,TX,78154-1461,,,,,,,,Shipping labels in file package-FBA15V85FC0D.pdf
CA,,,3,FBA15V85FC0D,12-03-2020,,,,,,CHM,,,R003-1,,EAN : 8902552048863,,BEST,12-03-2020,12-06-2020,4,CS,4,,"Amazon.com Services, Inc.",,6000 Enterprise Avenue,,Schertz,TX,78154-1461,,,,,,,,Shipping labels in file package-FBA15V85FC0D.pdf
CA,,,3,FBA15V85FC0D,12-03-2020,,,,,,CHM,,,R074-1,,,,BEST,12-03-2020,12-06-2020,3,CS,3,,"Amazon.com Services, Inc.",,6000 Enterprise Avenue,,Schertz,TX,78154-1461,,,,,,,,Shipping labels in file package-FBA15V85FC0D.pdf
CA,,,3,FBA15V88T35B,12-03-2020,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,12-03-2020,12-06-2020,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V88T35B.pdf
CA,,,3,FBA15V88T35B,12-03-2020,,,,,,CHM,,,B002-3,,EAN : 8902552046883,,BEST,12-03-2020,12-06-2020,18,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V88T35B.pdf
CA,,,3,FBA15V88T35B,12-03-2020,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,12-03-2020,12-06-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15V88T35B.pdf
