WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15R3CGWJP,09-15-2020,,,,,,CHM,,,R003-2,,EAN : 8902552048870,,BEST,09-15-2020,09-18-2020,1,CS,1,,"Amazon.com Services, Inc.",,675 Allen Rd.,,Carlisle,PA,17015-7788,,,,,,,,Shipping labels in file package-FBA15R3CGWJP.pdf
CA,,,3,FBA15R3CGWJP,09-15-2020,,,,,,CHM,,,R028-1,,EAN : 8902552051030,,BEST,09-15-2020,09-18-2020,20,CS,20,,"Amazon.com Services, Inc.",,675 Allen Rd.,,Carlisle,PA,17015-7788,,,,,,,,Shipping labels in file package-FBA15R3CGWJP.pdf
CA,,,3,FBA15R3CGWJP,09-15-2020,,,,,,CHM,,,R057-1,,EAN : 0677355185845,,BEST,09-15-2020,09-18-2020,3,CS,3,,"Amazon.com Services, Inc.",,675 Allen Rd.,,Carlisle,PA,17015-7788,,,,,,,,Shipping labels in file package-FBA15R3CGWJP.pdf
CA,,,3,FBA15R3DQ7YY,09-15-2020,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,09-15-2020,09-18-2020,12,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15R3DQ7YY.pdf
CA,,,3,FBA15R3DQ7YY,09-15-2020,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,09-15-2020,09-18-2020,48,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15R3DQ7YY.pdf
CA,,,3,FBA15R3DQ7YY,09-15-2020,,,,,,CHM,,,B003-2,,EAN : 8902552046890,,BEST,09-15-2020,09-18-2020,84,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15R3DQ7YY.pdf
CA,,,3,FBA15R3DQ7YY,09-15-2020,,,,,,CHM,,,B003-3,,EAN : 8902552046906,,BEST,09-15-2020,09-18-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15R3DQ7YY.pdf
CA,,,3,FBA15R3DQ7YY,09-15-2020,,,,,,CHM,,,B003-4,,EAN : 8902552046913,,BEST,09-15-2020,09-18-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15R3DQ7YY.pdf
CA,,,3,FBA15R3DQ7YY,09-15-2020,,,,,,CHM,,,B003-5,,EAN : 8902552048115,,BEST,09-15-2020,09-18-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15R3DQ7YY.pdf
CA,,,3,FBA15R3DQ7YY,09-15-2020,,,,,,CHM,,,B003-6,,EAN : 8902552050590,,BEST,09-15-2020,09-18-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15R3DQ7YY.pdf
