WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15TFLFLG4,11-13-2020,,,,,,CHM,,,R003-1,,EAN : 8902552048863,,BEST,11-13-2020,11-16-2020,4,CS,4,,GSO1,,1656 OLD GREENSBORO RD,,KERNERSVILLE,NC,27284-6855,,,,,,,,Shipping labels in file package-FBA15TFLFLG4.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,B001-4,,EAN : 8902552046951,,BEST,11-13-2020,11-16-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,B001-5,,EAN : 8902552045961,,BEST,11-13-2020,11-16-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,B025-4,,EAN : 8902552050088,,BEST,11-13-2020,11-16-2020,24,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,CU002-1,,EAN : 8902552051245,,BEST,11-13-2020,11-16-2020,10,CS,10,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,PM001,,EAN : 8902552050101,,BEST,11-13-2020,11-16-2020,40,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,PM005,,EAN : 8902552051276,,BEST,11-13-2020,11-16-2020,48,CS,24,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,PM007,,EAN : 8902552051757,,BEST,11-13-2020,11-16-2020,40,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R002-10,,EAN : 8902552050057,,BEST,11-13-2020,11-16-2020,27,CS,9,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R002-11,,EAN : 8902552050064,,BEST,11-13-2020,11-16-2020,18,CS,9,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R002-15,,EAN : 8902552051092,,BEST,11-13-2020,11-16-2020,9,CS,9,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R002-16,,EAN : 8902552051108,,BEST,11-13-2020,11-16-2020,9,CS,9,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R002-18,,EAN : 8902552051122,,BEST,11-13-2020,11-16-2020,30,CS,10,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R002-19,,EAN : 8902552051733,,BEST,11-13-2020,11-16-2020,20,CS,10,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R002-8,,EAN : 8902552050033,,BEST,11-13-2020,11-16-2020,30,CS,10,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R002-9,,EAN : 8902552050040,,BEST,11-13-2020,11-16-2020,30,CS,10,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
CA,,,3,FBA15TFP59F9,11-13-2020,,,,,,CHM,,,R005-2,,EAN : 8902552050194,,BEST,11-13-2020,11-16-2020,4,CS,4,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TFP59F9.pdf
