WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15TRFTPXB,11-19-2020,,,,,,CHM,,,B025-1,,EAN : 8902552048658,,BEST,11-19-2020,11-22-2020,6,CS,3,,TPA3,,676 C Fred Jones Blvd,,Auburndale,FL,33823-9429,,,,,,,,Shipping labels in file package-FBA15TRFTPXB.pdf
CA,,,3,FBA15TRFTPXB,11-19-2020,,,,,,CHM,,,B025-5,,EAN : 8902552050606,,BEST,11-19-2020,11-22-2020,10,CS,1,,TPA3,,676 C Fred Jones Blvd,,Auburndale,FL,33823-9429,,,,,,,,Shipping labels in file package-FBA15TRFTPXB.pdf
CA,,,3,FBA15TRFTPXB,11-19-2020,,,,,,CHM,,,R003-1,,EAN : 8902552048863,,BEST,11-19-2020,11-22-2020,4,CS,4,,TPA3,,676 C Fred Jones Blvd,,Auburndale,FL,33823-9429,,,,,,,,Shipping labels in file package-FBA15TRFTPXB.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,11-19-2020,11-22-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B003-4,,EAN : 8902552046913,,BEST,11-19-2020,11-22-2020,48,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B003-5,,EAN : 8902552048115,,BEST,11-19-2020,11-22-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B028-1,,EAN : 8902552049112,,BEST,11-19-2020,11-22-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B030-7,,EAN : 8902552051528,,BEST,11-19-2020,11-22-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B037-7,,EAN : 8903540506273,,BEST,11-19-2020,11-22-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B037-8,,EAN : 8903540506280,,BEST,11-19-2020,11-22-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B053-1,,EAN : 8902552052235,,BEST,11-19-2020,11-22-2020,10,CS,10,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
CA,,,3,FBA15TRJ7581,11-19-2020,,,,,,CHM,,,B054-1,,EAN : 0677355168336,,BEST,11-19-2020,11-22-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15TRJ7581.pdf
