WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,09-23-2020,09-26-2020,12,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B002-3,,EAN : 8902552046883,,BEST,09-23-2020,09-26-2020,12,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,09-23-2020,09-26-2020,36,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B003-2,,EAN : 8902552046890,,BEST,09-23-2020,09-26-2020,48,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B003-3,,EAN : 8902552046906,,BEST,09-23-2020,09-26-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B003-4,,EAN : 8902552046913,,BEST,09-23-2020,09-26-2020,36,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B003-5,,EAN : 8902552048115,,BEST,09-23-2020,09-26-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B003-6,,EAN : 8902552050590,,BEST,09-23-2020,09-26-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B003-7,,EAN : 8902552051498,,BEST,09-23-2020,09-26-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B025-3,,EAN : 8902552050071,,BEST,09-23-2020,09-26-2020,96,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B025-4,,EAN : 8902552050088,,BEST,09-23-2020,09-26-2020,24,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B030-5,,EAN : 8902552051504,,BEST,09-23-2020,09-26-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B036-4,,EAN : 8902552051566,,BEST,09-23-2020,09-26-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B036-5,,EAN : 8902552051771,,BEST,09-23-2020,09-26-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
CA,,,3,FBA15RG1TPYD,09-23-2020,,,,,,CHM,,,B036-9,,EAN : 8903540506259,,BEST,09-23-2020,09-26-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RG1TPYD.pdf
